event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,argos:altitude,argos:best-level,argos:calcul-freq,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,argos:nopc,argos:pass-duration,argos:sensor-1,argos:sensor-2,argos:sensor-3,argos:sensor-4,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
"622999859",true,2014/03/30,4.781,51.84,,43,-123,401.6709112,"40",51.84,51.84,"0",4.781,4.781,"4","0","3",476,"44","204","2","24",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999860",true,2014/03/30,4.802,51.828,,43,-132,401.6709231,"8",51.828,51.828,B,4.802,4.802,"1","0","3",0,"175","200","2","46",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999861",true,2014/03/30,4.749,51.833,,43,-122,401.6709075,"50",51.833,51.833,"3",4.749,4.749,"6","0","3",419,"10","17","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999862",true,2014/03/30,4.758,51.838,,43,-131,401.6709088,"50",51.838,51.838,"2",4.758,4.758,"7","0","3",360,"10","17","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999863",true,2014/04/01,5.832,52.882,,41,-124,401.6709128,"40",52.882,58.618,"1",5.832,35.305,"5","0","4",343,"159","200","1","21",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999864",true,2014/04/01,5.811,52.859,,40,-129,401.6709095,"50",52.859,45.453,"3",5.811,-31.972,"7","0","4",488,"188","200","1","28",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999865",true,2014/04/01,5.807,52.859,,40,-125,401.6709081,"50",52.859,52.859,"3",5.807,5.807,"4","0","3",357,"244","200","3","41",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999866",true,2014/04/01,5.804,52.861,,40,-118,401.670907,"58",52.861,52.861,"3",5.804,5.804,"9","1","3",585,"3","18","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999867",true,2014/04/01,5.785,52.863,,40,-120,401.6709108,"58",52.863,52.863,"1",5.785,5.785,"7","0","3",339,"158","196","2","16",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999868",true,2014/04/01,5.806,52.858,,40,-131,401.6709233,"58",52.858,52.858,"2",5.806,5.806,"4","0","3",232,"5","18","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999869",true,2014/04/01,5.798,52.862,,40,-120,401.6709228,"50",52.862,52.862,"3",5.798,5.798,"5","0","3",348,"139","192","2","50",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999870",true,2014/04/01,5.802,52.858,,40,-126,401.670925,"58",52.858,52.858,"2",5.802,5.802,"6","0","3",345,"132","184","1","23",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999871",true,2014/04/01,5.791,52.866,,40,-125,401.670945,"6",52.866,52.866,B,5.791,5.791,"1","0","3",0,"7","18","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999872",true,2014/04/01,5.795,52.868,,40,-119,401.6709548,"0",52.868,52.868,B,5.795,5.795,"1","1","3",0,"7","18","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999873",true,2014/04/01,5.781,52.916,,42,-121,401.6709162,"8",52.916,52.916,A,5.781,5.781,"3","0","3",300,"153","172","1","34",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999874",true,2014/04/01,5.765,52.924,,43,-133,401.670913,"8",52.924,52.924,B,5.765,5.765,"2","0","3",421,"153","172","1","56",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999875",true,2014/04/01,5.771,52.919,,43,-134,401.6709162,"0",52.919,52.919,B,5.771,5.771,"2","0","3",121,"154","172","2","59",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999876",true,2014/04/04,5.785,52.914,,41,-135,401.6709184,"0",52.914,52.914,A,5.785,5.785,"3","0","3",120,"149","172","1","49",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999877",true,2014/04/04,5.79,52.921,,42,-125,401.6709261,"8",52.921,52.921,B,5.79,5.79,"2","0","3",294,"142","164","1","36",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999878",true,2014/04/04,5.807,52.921,,42,-126,401.6709273,"8",52.921,52.921,B,5.807,5.807,"2","0","3",58,"137","160","3","49",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999879",true,2014/04/04,5.784,52.95,,43,-125,401.6709465,"46",52.95,52.95,"0",5.784,5.784,"6","0","3",361,"151","160","3","57",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999880",true,2014/04/04,5.71,52.912,,41,-119,401.6709334,"40",52.912,52.912,"1",5.71,5.71,"9","1","3",570,"120","156","3","62",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999881",true,2014/04/04,5.71,52.912,,43,-119,401.670937,"40",52.912,52.912,"1",5.71,5.71,"4","1","3",285,"119","156","1","58",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999882",true,2014/04/04,5.595,52.918,,41,-131,401.670907,"0",52.918,52.918,A,5.595,5.595,"3","0","3",285,"8","19","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999883",true,2014/04/04,5.811,52.865,,40,-121,401.6709162,"47",52.865,52.865,"2",5.811,5.811,"8","0","3",605,"152","156","2","9",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999884",true,2014/04/04,5.808,52.86,,40,-129,401.6709173,"58",52.86,52.86,"1",5.808,5.808,"4","0","3",243,"10","19","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999885",true,2014/04/06,5.809,52.844,,40,-132,401.6709178,"0",52.844,52.844,B,5.809,5.809,"2","0","3",116,"140","200","1","31",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999886",true,2014/04/06,5.803,52.864,,40,-126,401.6709247,"50",52.864,52.864,"2",5.803,5.803,"4","0","3",233,"1","20","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999887",true,2014/04/06,5.811,52.868,,40,-133,401.6709214,"8",52.868,52.868,A,5.811,5.811,"3","0","3",237,"153","196","3","6",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999888",true,2014/04/06,5.815,52.865,,40,-126,401.670922,"8",52.865,52.865,B,5.815,5.815,"2","0","3",295,"148","194","2","21",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999889",true,2014/04/06,5.804,52.862,,40,-122,401.6709229,"58",52.862,52.862,"3",5.804,5.804,"7","0","3",464,"144","192","2","41",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999890",true,2014/04/06,5.808,52.857,,40,-126,401.6709194,"0",52.857,52.857,A,5.808,5.808,"3","0","3",177,"149","192","1","47",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999891",true,2014/04/06,5.808,52.857,,40,-115,401.670925,"58",52.857,52.857,"3",5.808,5.808,"8","3","3",466,"139","188","3","61",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999892",true,2014/04/06,5.805,52.855,,40,-123,401.6709234,"58",52.855,52.855,"3",5.805,5.805,"5","0","3",349,"5","20","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999893",true,2014/04/06,5.803,52.856,,40,-133,401.6709228,"0",52.856,52.856,B,5.803,5.803,"2","0","3",292,"142","184","1","20",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999894",true,2014/04/06,5.793,52.861,,40,-128,401.6709161,"40",52.861,52.861,"1",5.793,5.793,"5","0","3",355,"148","184","1","27",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999895",true,2014/04/06,5.786,52.861,,40,-125,401.6709165,"50",52.861,52.861,"2",5.786,5.786,"4","0","3",177,"150","184","2","35",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999896",true,2014/04/06,5.806,52.924,,42,-134,401.6709403,"6",52.924,52.924,B,5.806,5.806,"2","0","3",292,"7","20","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999897",true,2014/04/06,5.81,52.86,,40,-118,401.6709156,"58",52.86,52.86,"2",5.81,5.81,"8","2","3",543,"7","20","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999898",true,2014/04/06,5.8,52.851,,40,-121,401.6709225,"58",52.851,52.851,"2",5.8,5.8,"5","0","3",357,"148","176","3","21",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999899",true,2014/04/06,5.792,52.861,,40,-134,401.6709202,"0",52.861,52.861,B,5.792,5.792,"2","0","3",119,"148","176","2","31",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999900",true,2014/04/06,5.787,52.849,,40,-120,401.6709197,"58",52.849,52.849,"2",5.787,5.787,"7","0","3",419,"150","172","2","47",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999901",true,2014/04/08,5.801,52.868,,40,-122,401.670922,"0",52.868,52.868,A,5.801,5.801,"3","0","3",353,"1","21","3","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999902",true,2014/04/08,5.808,52.86,,40,-123,401.6709281,"58",52.86,52.86,"3",5.808,5.808,"7","0","3",469,"2","21","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999903",true,2014/04/08,5.805,52.863,,40,-122,401.6709263,"68",52.863,52.863,"3",5.805,5.805,"7","0","3",637,"3","21","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999904",true,2014/04/08,5.744,52.904,,41,-128,401.6709409,"7",52.904,52.904,A,5.744,5.744,"3","0","3",395,"118","192","1","5",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999905",true,2014/04/08,5.81,52.867,,40,-138,401.6709405,"7",52.867,52.867,B,5.81,5.81,"1","0","3",0,"4","21","0","25",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999906",true,2014/04/08,5.788,52.861,,40,-126,401.6709374,"8",52.861,52.861,B,5.788,5.788,"2","0","3",295,"121","184","1","37",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999907",true,2014/04/08,5.785,52.869,,40,-123,401.67093,"58",52.869,52.869,"3",5.785,5.785,"8","0","3",543,"5","21","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999908",true,2014/04/08,5.836,52.842,,41,-118,401.6709663,"0",52.842,52.842,A,5.836,5.836,"3","1","3",298,"124","180","1","43",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999909",true,2014/04/08,5.77,52.91,,41,-122,401.6709299,"58",52.91,52.91,"0",5.77,5.77,"4","0","3",182,"133","176","2","2",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999910",true,2014/04/08,5.824,52.92,,42,-127,401.6709329,"8",52.92,52.92,A,5.824,5.824,"3","0","3",240,"131","176","1","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999911",true,2014/04/08,5.785,52.914,,41,-120,401.6709295,"58",52.914,52.914,"3",5.785,5.785,"4","0","3",243,"134","172","2","23",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999912",true,2014/04/08,5.772,52.916,,42,-131,401.6709311,"8",52.916,52.916,B,5.772,5.772,"2","0","3",173,"8","21","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999913",true,2014/04/08,5.761,52.923,,43,-136,401.6709268,"8",52.923,52.923,B,5.761,5.761,"1","0","3",0,"130","164","3","7",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999914",true,2014/04/11,5.781,52.919,,43,-129,401.6709228,"50",52.919,52.919,"1",5.781,5.781,"4","0","3",297,"3","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999915",true,2014/04/11,5.69,52.932,,43,-123,401.670927,"58",52.932,52.932,"0",5.69,5.69,"9","0","3",579,"140","176","3","9",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999916",true,2014/04/11,5.765,52.902,,41,-125,401.6709246,"8",52.902,52.902,A,5.765,5.765,"3","0","3",169,"115","168","2","13",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999917",true,2014/04/11,5.766,52.903,,41,-125,401.6709246,"8",52.903,52.903,A,5.766,5.766,"3","0","3",169,"115","168","2","13",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999918",true,2014/04/11,5.777,52.904,,41,-127,401.6709339,"0",52.904,52.904,A,5.777,5.777,"3","0","3",228,"125","168","2","19",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999919",true,2014/04/11,5.753,52.952,,43,-124,401.6709706,"0",52.952,52.952,A,5.753,5.753,"3","0","3",111,"6","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999920",true,2014/04/11,5.872,52.794,,42,-129,401.6709152,"40",52.794,52.794,"0",5.872,5.872,"6","0","3",337,"6","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999921",true,2014/04/11,5.79,52.868,,40,-124,401.6709246,"58",52.868,52.868,"3",5.79,5.79,"7","0","3",410,"7","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999922",true,2014/04/11,5.782,52.877,,40,-121,401.6709247,"40",52.877,52.877,"1",5.782,5.782,"7","0","3",361,"8","22","0","5",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999923",true,2014/04/11,5.782,52.877,,40,-121,401.670925,"40",52.877,52.877,"1",5.782,5.782,"6","0","3",301,"128","160","3","0",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999924",true,2014/04/11,5.809,52.871,,40,-119,401.6709293,"40",52.871,52.871,"0",5.809,5.809,"8","1","3",489,"8","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999925",true,2014/04/11,5.814,52.87,,40,-119,401.6709294,"40",52.87,52.87,"0",5.814,5.814,"8","1","3",489,"8","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999926",true,2014/04/11,5.798,52.888,,40,-134,401.670921,"8",52.888,52.888,B,5.798,5.798,"2","0","3",174,"154","160","2","35",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999927",true,2014/04/11,5.877,52.805,,43,-133,401.6709404,"8",52.805,52.805,A,5.877,5.877,"3","0","3",177,"9","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999928",true,2014/04/11,5.807,52.876,,41,-129,401.6709256,"50",52.876,52.876,"1",5.807,5.807,"6","0","3",410,"9","22","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999929",true,2014/04/11,5.779,52.877,,40,-124,401.6709191,"8",52.877,52.877,B,5.779,5.779,"2","0","3",119,"173","228","1","4",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999930",true,2014/04/13,5.815,52.858,,40,-136,401.6709162,"0",52.858,52.858,B,5.815,5.815,"2","0","3",62,"159","208","3","15",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999931",true,2014/04/13,5.85,52.862,,41,-136,401.6709251,"0",52.862,52.862,B,5.85,5.85,"2","0","3",62,"159","208","3","15",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999932",true,2014/04/13,5.806,52.868,,40,-124,401.6709117,"8",52.868,52.868,A,5.806,5.806,"3","0","3",488,"158","204","2","31",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999933",true,2014/04/13,5.81,52.867,,40,-124,401.6709115,"8",52.867,52.867,A,5.81,5.81,"3","0","3",488,"158","204","2","31",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999934",true,2014/04/13,5.8,52.873,,40,-116,401.6709175,"50",52.873,52.873,"2",5.8,5.8,"7","2","3",430,"159","204","3","37",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999935",true,2014/04/13,5.801,52.873,,40,-116,401.6709175,"50",52.873,52.873,"2",5.801,5.801,"7","2","3",430,"159","204","3","37",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999936",true,2014/04/13,5.906,52.857,,42,-129,401.6709361,"6",52.857,52.857,A,5.906,5.906,"3","0","3",176,"159","210","3","49",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999937",true,2014/04/13,5.911,52.854,,43,-129,401.6709381,"6",52.854,52.854,A,5.911,5.911,"3","0","3",176,"159","210","3","49",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999938",true,2014/04/13,5.807,52.86,,40,-127,401.6709147,"50",52.86,52.86,"2",5.807,5.807,"5","0","3",351,"158","204","2","53",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999939",true,2014/04/13,5.806,52.861,,40,-127,401.6709148,"50",52.861,52.861,"2",5.806,5.806,"5","0","3",351,"158","204","2","53",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999940",true,2014/04/13,5.794,52.863,,40,-125,401.6709189,"58",52.863,52.863,"3",5.794,5.794,"7","0","3",473,"5","23","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999941",true,2014/04/13,5.794,52.863,,40,-125,401.6709191,"58",52.863,52.863,"3",5.794,5.794,"7","0","3",473,"5","23","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999942",true,2014/04/13,5.793,52.861,,40,-118,401.6709139,"50",52.861,52.861,"1",5.793,5.793,"5","1","3",301,"159","200","1","4",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999943",true,2014/04/13,5.793,52.86,,40,-118,401.6709146,"50",52.86,52.86,"1",5.793,5.793,"5","1","3",301,"159","200","1","4",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999944",true,2014/04/13,5.793,52.862,,40,-122,401.6709152,"58",52.862,52.862,"3",5.793,5.793,"6","0","3",355,"152","200","1","17",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999945",true,2014/04/13,5.792,52.862,,40,-122,401.6709153,"58",52.862,52.862,"3",5.792,5.792,"6","0","3",355,"152","200","1","17",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999946",true,2014/04/13,5.805,52.863,,40,-136,401.6709144,"8",52.863,52.863,B,5.805,5.805,"1","0","3",0,"160","200","1","31",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999947",true,2014/04/13,5.809,52.859,,40,-136,401.6709145,"8",52.859,52.859,B,5.809,5.809,"1","0","3",0,"160","200","1","31",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999948",true,2014/04/13,5.791,52.859,,40,-129,401.6709191,"60",52.859,52.859,"2",5.791,5.791,"4","0","3",300,"149","204","3","45",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999949",true,2014/04/13,5.791,52.859,,40,-129,401.6709191,"60",52.859,52.859,"2",5.791,5.791,"4","0","3",300,"149","204","3","45",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999950",true,2014/04/13,5.803,52.861,,40,-125,401.6709144,"50",52.861,52.861,"2",5.803,5.803,"8","0","3",615,"7","23","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999951",true,2014/04/13,5.81,52.855,,40,-131,401.6709209,"8",52.855,52.855,B,5.81,5.81,"2","0","3",414,"153","200","2","13",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999952",true,2014/04/13,5.818,52.852,,40,-131,401.6709224,"8",52.852,52.852,B,5.818,5.818,"2","0","3",414,"153","200","2","13",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999953",true,2014/04/13,5.776,52.873,,40,-121,401.6709199,"40",52.873,52.873,"0",5.776,5.776,"6","0","3",519,"8","23","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999954",true,2014/04/13,5.793,52.874,,40,-118,401.670921,"48",52.874,52.874,"1",5.793,5.793,"8","1","3",535,"10","23","3","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999955",true,2014/04/13,5.793,52.872,,40,-131,401.6709208,"50",52.872,52.872,"1",5.793,5.793,"7","0","3",414,"146","200","3","58",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999956",true,2014/04/13,5.794,52.872,,40,-131,401.6709209,"50",52.872,52.872,"1",5.794,5.794,"7","0","3",414,"146","200","3","58",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999957",true,2014/04/15,5.766,52.863,,40,-125,401.6709181,"40",52.863,52.863,"1",5.766,5.766,"8","0","3",538,"1","24","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999958",true,2014/04/15,5.798,52.87,,40,-127,401.6709234,"58",52.87,52.87,"3",5.798,5.798,"8","0","3",467,"143","200","1","23",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999959",true,2014/04/15,5.799,52.87,,40,-127,401.6709235,"58",52.87,52.87,"3",5.799,5.799,"8","0","3",467,"143","200","1","23",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999960",true,2014/04/15,5.794,52.873,,40,-120,401.6709292,"58",52.873,52.873,"2",5.794,5.794,"10","0","3",640,"126","196","3","47",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999961",true,2014/04/15,5.779,52.869,,40,-127,401.6709313,"0",52.869,52.869,B,5.779,5.779,"2","0","3",119,"126","196","2","47",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999962",true,2014/04/15,5.78,52.869,,40,-127,401.6709313,"0",52.869,52.869,B,5.78,5.78,"2","0","3",119,"126","196","2","47",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999963",true,2014/04/15,5.791,52.871,,40,-124,401.6709297,"8",52.871,52.871,A,5.791,5.791,"3","0","3",114,"4","24","0","1",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999964",true,2014/04/15,5.788,52.87,,40,-120,401.6709307,"60",52.87,52.87,"3",5.788,5.788,"5","0","3",228,"129","184","3","21",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
"622999965",true,2014/04/15,5.783,52.87,,40,-126,401.6709275,"8",52.87,52.87,A,5.783,5.783,"3","0","3",231,"135","176","2","30",argos-doppler-shift,Limosa limosa,"134755",Aldeboarn,Continental black-tailed godwits (data from Senner et al. 2015)
